Case Number,City,Zip,Date Filed,Date Closed,Case Type,Type of Complaint,Case Disposition,Location
40953,ROCKVILLE,20852,09/18/2020,04/29/2021,OLTA-TSF,Maintenance- General,Acceptable explanation,"ROCKVILLE 20852
(39.050009, -77.125351)"
30246,Silver Spring,20906,07/02/2008,08/20/2008,OLTA-TMF,Rent Increase,Other- no communication from tenant,"Silver Spring 20906
(39.083452, -77.060664)"
35566,Germantown,20874,11/16/2015,02/16/2016,OLTA-TSF,Lease Agreement,Service performed or corrected,"Germantown 20874
(39.158483, -77.280856)"
35309,Silver Spring,20906,07/27/2015,08/12/2015,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Silver Spring 20906
(39.083452, -77.060664)"
32883,Silver Spring,20902,10/21/2011,01/04/2012,OLTA-INSPECTION,Lease Agreement,Lease completion,"Silver Spring 20902
(39.042613, -77.046758)"
34999,Rockville,20852,01/29/2015,04/19/2015,OLTA-TMF,Reduction in Services,Settlement Agreement,"Rockville 20852
(39.050009, -77.125351)"
40950,SILVER SPRING,20910,09/18/2020,10/01/2020,OLTA-TMF,Noise,Service performed or corrected,"SILVER SPRING 20910
(39.001851, -77.034885)"
32771,Rockville,20852,09/07/2011,03/07/2012,OLTA-TMF,Ratio Utility Billing,Referred to Landlord-Tenant Commission,"Rockville 20852
(39.050009, -77.125351)"
33504,Silver Spring,20910,10/18/2012,11/07/2012,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Silver Spring 20910
(39.001851, -77.034885)"
31508,Silver Spring,20910,03/11/2010,03/19/2010,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Silver Spring 20910
(39.001851, -77.034885)"
30426,Silver Spring,20910,09/30/2008,10/30/2008,OLTA-TMF,,Complaint withdrawn,"Silver Spring 20910
(39.001851, -77.034885)"
30362,Silver Spring,20904,09/03/2008,10/23/2008,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Silver Spring 20904
(39.066507, -76.979098)"
32813,Chevy Chase,20815,09/23/2011,10/14/2011,OLTA-TMF,Rent Increase,Acceptable explanation,"Chevy Chase 20815
(38.982537, -77.079131)"
40140,SILVER SPRING,20901,07/26/2019,07/30/2019,OLTA-TMF,Maintenance - Mold/Mildew,Service performed or corrected,"SILVER SPRING 20901
(39.020211, -77.009764)"
40796,GERMANTOWN,20874,06/12/2020,06/19/2020,OLTA-LSF,Quit and Vacate,Acceptable explanation,"GERMANTOWN 20874
(39.158483, -77.280856)"
31756,Rockville,20852,06/17/2010,08/06/2010,OLTA-TMF,Lease Agreement,Service performed or corrected,"Rockville 20852
(39.050009, -77.125351)"
31479,Silver Spring,20904,02/26/2010,04/26/2010,OLTA-TMF,Security Deposit,Refund (payments/deposits),"Silver Spring 20904
(39.066507, -76.979098)"
34898,Silver Spring,20904,12/02/2014,02/02/2015,OLTA-TMF,Rent Increase,Acceptable explanation,"Silver Spring 20904
(39.066507, -76.979098)"
33163,Gaithersburg,20886,03/26/2012,05/18/2012,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Gaithersburg 20886
(39.179257, -77.193738)"
47919,GAITHERSBURG,20877,03/03/2023,04/03/2023,OLTA-TSF,Security Deposit,Refund (payments/deposits),"GAITHERSBURG 20877
(39.14033, -77.19373)"
39779,SILVER SPRING,20904,02/14/2019,09/24/2020,OLTA-TMF,Security Deposit,Refund/Rent Credit,"SILVER SPRING 20904
(39.066507, -76.979098)"
36677,Clarksburg,20871,08/10/2017,01/13/2018,OLTA-TSF,Maintenance- General,Referred to a Montgomery County Agency,"Clarksburg 20871
(39.250697, -77.27543)"
41365,SILVER SPRING,20906,05/19/2021,06/01/2021,OLTA-TMF,Maintenance - Hot/Cold Water,Acceptable explanation,"SILVER SPRING 20906
(39.083452, -77.060664)"
31357,Gaithersburg,20878,01/07/2010,01/11/2010,OLTA-LMF,Rent Increase,Non-jurisdiction-Geographic Location,"Gaithersburg 20878
(39.114215, -77.239673)"
36624,Bethesda,20816,07/12/2017,07/27/2017,OLTA-TMF,Maintenance - Plumbing,Duplicate Case,"Bethesda 20816
(38.958638, -77.115455)"
33582,Silver Spring,20910,12/06/2012,12/18/2012,OLTA-TMF,Rent Increase,Acceptable explanation,"Silver Spring 20910
(39.001851, -77.034885)"
33210,Germantown,20876,05/03/2012,06/06/2012,OLTA-TMF,Security Deposit,Refund (payments/deposits),"Germantown 20876
(39.198155, -77.240725)"
34252,Germantown,20876,12/24/2013,02/21/2014,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Germantown 20876
(39.198155, -77.240725)"
29401,Germantown,20874,08/22/2008,08/23/2008,OLTA-TSF,N/A,Complaint noted for the record,"Germantown 20874
(39.158483, -77.280856)"
32145,Silver Spring,20906,11/09/2010,01/07/2011,OLTA-TMF,N/A,Acceptable explanation,"Silver Spring 20906
(39.083452, -77.060664)"
34566,Bethesda,20817,06/25/2014,07/28/2014,OLTA-TSF,Lease Agreement,Acceptable explanation,"Bethesda 20817
(38.998099, -77.143306)"
35625,Bethesda,20814,12/14/2015,02/19/2016,OLTA-TMF,Security Deposit,Settlement Agreement,"Bethesda 20814
(39.003061, -77.102949)"
44093,SILVER SPRING,20906,04/27/2022,05/03/2022,OLTA-TMF,Fee,Service performed or corrected,"SILVER SPRING 20906
(39.083452, -77.060664)"
39537,ROCKVILLE,20850,09/18/2018,10/10/2018,OLTA-TSF,Security Deposit,Non-jurisdiction-Geographic Location,"ROCKVILLE 20850
(39.092462, -77.178614)"
45171,SILVER SPRING,20910,06/07/2022,06/28/2022,OLTA-TMF,Fee,Complaint withdrawn,"SILVER SPRING 20910
(39.001851, -77.034885)"
33353,Olney,20832,07/26/2012,07/31/2012,OLTA-LSF,Failure to Pay Rent,Service performed or corrected,"Olney 20832
(39.152328, -77.073205)"
40414,SILVER SPRING,20902,11/14/2019,11/15/2019,OLTA-TSF,Security Deposit,Referred to a MD State Government agency,"SILVER SPRING 20902
(39.042613, -77.046758)"
35200,North Potomac,20878,06/01/2015,10/23/2015,OLTA-TSF,N/A,Refund (payments/deposits),"North Potomac 20878
(39.114215, -77.239673)"
45369,SILVER SPRING,20906,08/29/2022,10/31/2022,OLTA-TMF,Lease Agreement Tenant Rights,Complaint noted for the record,"SILVER SPRING 20906
(39.09303, -77.07354)"
30939,Burtonsville,20866,07/02/2009,07/09/2009,OLTA-TMF,Fee,Service performed or corrected,"Burtonsville 20866
(39.103016, -76.935049)"
41405,SILVER SPRING,20904,06/11/2021,01/24/2022,OLTA-TMF,Security Deposit,Settlement Agreement,"SILVER SPRING 20904
(39.066507, -76.979098)"
34653,North Bethesda,20852,08/13/2014,10/02/2014,OLTA-TSF,Security Deposit,Settlement Agreement,"North Bethesda 20852
(39.050009, -77.125351)"
41579,SILVER SPRING,20906,09/10/2021,11/30/2021,OLTA-TMF,Harassment,Other- no communication from tenant,"SILVER SPRING 20906
(39.083452, -77.060664)"
33311,Germantown,20876,06/26/2012,08/03/2012,OLTA-TSF,Quit and Vacate,Service performed or corrected,"Germantown 20876
(39.198155, -77.240725)"
35426,Mont. Village,20886,09/11/2015,10/28/2015,OLTA-TSF,Security Deposit,Refund/Rent Credit,"Mont. Village 20886
(39.179257, -77.193738)"
37916,Gaithersburg,20878,11/29/2017,11/30/2017,OLTA-TMF,Maintenance- General,Referred to a Montgomery County Agency,"Gaithersburg 20878
(39.114215, -77.239673)"
36008,Burtonsville,20866,07/28/2016,12/05/2016,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Burtonsville 20866
(39.103016, -76.935049)"
35967,Bethesda,20816,07/07/2016,08/04/2016,OLTA-TMF,Rent Increase,Acceptable explanation,"Bethesda 20816
(38.958638, -77.115455)"
32147,Silver Spring,20906,11/09/2010,01/10/2010,OLTA-TMF,N/A,Acceptable explanation,"Silver Spring 20906
(39.083452, -77.060664)"
34954,Bethesda,20817,01/06/2015,04/09/2015,OLTA-TSF,Security Deposit,Acceptable explanation,"Bethesda 20817
(38.998099, -77.143306)"
32051,Damascus,20872,10/08/2010,10/12/2010,OLTA-TMF,No Jurisdiction - Tenant Vs. Tenant,Acceptable explanation,"Damascus 20872
(39.282424, -77.213985)"
46654,SILVER SPRING,20906,12/12/2022,03/31/2023,OLTA-TMF,Quit and Vacate,Referred to Landlord-Tenant Commission,"SILVER SPRING 20906
(39.09303, -77.07354)"
38238,SILVER SPRING,20910,05/25/2018,06/06/2018,OLTA-TMF,Rent Increase,Acceptable explanation,"SILVER SPRING 20910
(39.001851, -77.034885)"
33802,Silver Spring,20906,04/15/2013,05/14/2013,OLTA-TMF,Security Deposit,Refund (payments/deposits),"Silver Spring 20906
(39.083452, -77.060664)"
38373,SILVER SPRING,20906,07/30/2018,12/31/2018,OLTA-TMF,Security Deposit,Refund/Rent Credit,"SILVER SPRING 20906
(39.083452, -77.060664)"
34055,Mont. Village,20886,09/09/2013,12/09/2013,OLTA-TSF,Security Deposit,Referred to a MD State Government agency,"Mont. Village 20886
(39.179257, -77.193738)"
39893,SILVER SPRING,20906,04/10/2019,05/15/2019,OLTA-TMF,Rent Increase,Refund/Rent Credit,"SILVER SPRING 20906
(39.083452, -77.060664)"
31728,Wheaton,20902,06/08/2010,06/16/2010,OLTA-LMF,Failure to Pay Rent,Other- no communication from tenant,"Wheaton 20902
(39.042613, -77.046758)"
33149,Silver Spring,20910,03/14/2012,05/17/2012,OLTA-LEASE REVIEW,Lease Review,Lease completion,"Silver Spring 20910
(39.001851, -77.034885)"
47679,SILVER SPRING,20906,01/10/2023,02/17/2023,OLTA-TMF,Security Deposit,Refund (payments/deposits),"SILVER SPRING 20906
(39.09303, -77.07354)"
41662,SILVER SPRING,20904,10/14/2021,10/19/2021,OLTA-TSF,Lease Agreement Tenant Rights,Acceptable explanation,"SILVER SPRING 20904
(39.066507, -76.979098)"
33951,Silver Spring,20904,07/09/2013,09/04/2013,OLTA-TSF,,Service performed or corrected,"Silver Spring 20904
(39.066507, -76.979098)"
35980,Silver Spring,20910,07/19/2016,08/24/2016,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Silver Spring 20910
(39.001851, -77.034885)"
38208,SILVER SPRING,20903,05/10/2018,07/11/2018,OLTA-TMF,Security Deposit,Service performed or corrected,"SILVER SPRING 20903
(39.016139, -76.982897)"
41296,GERMANTOWN,20874,04/07/2021,04/07/2021,OLTA-TMF,Security Deposit,Duplicate Case,"GERMANTOWN 20874
(39.158483, -77.280856)"
33446,Chevy Chase,20815,09/14/2012,10/31/2012,OLTA-TMF,Maintenance- General,Acceptable explanation,"Chevy Chase 20815
(38.982537, -77.079131)"
35023,Mont. Village,20886,02/11/2015,06/18/2015,OLTA-TSF,Rent Payment History,Referred to a MD State Government agency,"Mont. Village 20886
(39.179257, -77.193738)"
40402,SILVER SPRING,20902,11/07/2019,11/02/2020,OLTA-TMF,Fee,Other- no communication from tenant,"SILVER SPRING 20902
(39.042613, -77.046758)"
32469,Silver Spring,20902,04/12/2011,05/24/2011,OLTA-TMF,Rent Increase,Acceptable explanation,"Silver Spring 20902
(39.042613, -77.046758)"
36015,Mont. Village,20886,08/05/2016,10/11/2016,OLTA-TMF,Security Deposit,Settlement Agreement,"Mont. Village 20886
(39.179257, -77.193738)"
41066,BETHESDA,20816,11/25/2020,12/17/2020,OLTA-LSF,Failure to Pay Rent,No jurisdiction,"BETHESDA 20816
(38.958638, -77.115455)"
32876,Bethesda,20815,10/14/2011,11/10/2011,OLTA-TMF,Fee,Service performed or corrected,"Bethesda 20815
(38.982537, -77.079131)"
36321,Silver Spring,20902,01/09/2017,01/11/2017,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Silver Spring 20902
(39.042613, -77.046758)"
33430,Mont. Village,20886,09/10/2012,10/12/2012,OLTA-TMF,Maintenance - Infestation,Service performed or corrected,"Mont. Village 20886
(39.179257, -77.193738)"
45258,BETHESDA,20817,06/30/2022,10/04/2022,OLTA-TSF,Fee,Other- no communication from tenant,"BETHESDA 20817
(38.98443, -77.1209)"
41706,SILVER SPRING,20904,10/27/2021,10/27/2021,OLTA-TSF,Retaliatory Eviction,Acceptable explanation,"SILVER SPRING 20904
(39.066507, -76.979098)"
32193,Mont. Village,20886,12/03/2010,12/07/2010,OLTA-LMF,Failure to Pay Rent,Referred to a MD State Government agency,"Mont. Village 20886
(39.179257, -77.193738)"
32166,Chevy Chase,20815,11/17/2010,11/30/2010,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Chevy Chase 20815
(38.982537, -77.079131)"
32175,Wheaton,20902,11/23/2010,02/18/2011,OLTA-TMF,Security Deposit,Settlement Agreement,"Wheaton 20902
(39.042613, -77.046758)"
36239,Rockville,20852,11/28/2016,04/12/2017,OLTA-TSF,Security Deposit,Complaint withdrawn,"Rockville 20852
(39.050009, -77.125351)"
36613,Silver Spring,20904,07/12/2017,06/21/2019,OLTA-TSF,Security Deposit,Other- no communication from tenant,"Silver Spring 20904
(39.066507, -76.979098)"
39742,CLARKSBURG,20871,01/16/2019,02/11/2019,OLTA-TSF,Lease Agreement,Complaint noted for the record,"CLARKSBURG 20871
(39.250697, -77.27543)"
34047,Bethesda,20814,09/09/2013,10/30/2013,OLTA-TMF,Security Deposit,Referred to Landlord-Tenant Commission,"Bethesda 20814
(39.003061, -77.102949)"
30359,Gaithersburg,20879,08/26/2008,09/10/2008,OLTA-LMF,Lease Agreement,Other- no communication from tenant,"Gaithersburg 20879
(39.169098, -77.182742)"
32969,Bethesda,20814,11/23/2011,01/26/2012,OLTA-TSF,Security Deposit,Settlement Agreement,"Bethesda 20814
(39.003061, -77.102949)"
31566,Germantown,20874,04/12/2010,05/26/2010,OLTA-TMF,Quit and Vacate,Service performed or corrected,"Germantown 20874
(39.158483, -77.280856)"
34810,Silver Spring,20904,10/21/2014,10/22/2014,OLTA-TMF,Rent Payment History,Service performed or corrected,"Silver Spring 20904
(39.066507, -76.979098)"
35661,Bethesda,20814,12/31/2015,02/17/2016,OLTA-TSF,Maintenance- General,Referred to a Montgomery County Agency,"Bethesda 20814
(39.003061, -77.102949)"
39507,SILVER SPRING,20904,10/05/2018,09/04/2019,OLTA-LMF,Fee,Other- no communication from tenant,"SILVER SPRING 20904
(39.066507, -76.979098)"
33702,Silver Spring,20901,02/20/2013,03/21/2013,OLTA-TMF,Security Deposit,Acceptable explanation,"Silver Spring 20901
(39.020211, -77.009764)"
33816,Germantown,20874,04/18/2013,04/29/2013,OLTA-TMF,Security Deposit,Refund (payments/deposits),"Germantown 20874
(39.158483, -77.280856)"
31503,Silver Spring,20901,03/09/2010,04/01/2010,OLTA-TMF,Fee,Referred to a Montgomery County Agency,"Silver Spring 20901
(39.020211, -77.009764)"
41688,SILVER SPRING,20910,10/22/2021,10/22/2021,OLTA-TMF,Maintenance - Infestation,Duplicate Case,"SILVER SPRING 20910
(39.001851, -77.034885)"
36432,Mont. Village,20886,03/08/2017,03/23/2017,OLTA-TSF,Maintenance - Plumbing,Complaint noted for the record,"Mont. Village 20886
(39.179257, -77.193738)"
32962,Silver Spring,20910,11/23/2011,12/09/2011,OLTA-TSF,Quit and Vacate,Acceptable explanation,"Silver Spring 20910
(39.001851, -77.034885)"
32960,North Potomac,20878,11/23/2011,12/19/2011,OLTA-TSF,Security Deposit,Acceptable explanation,"North Potomac 20878
(39.114215, -77.239673)"
38347,BOYDS,20841,07/18/2018,09/28/2018,OLTA-TSF,Lease Agreement,Extended Tenancy,"BOYDS 20841
(39.187771, -77.313684)"
41552,SILVER SPRING,20904,08/31/2021,11/19/2021,OLTA-TMF,Fee,Service performed or corrected,"SILVER SPRING 20904
(39.066507, -76.979098)"
33027,Silver Spring,20904,01/06/2012,01/09/2012,OLTA-TMF,Rent Payment History,Service performed or corrected,"Silver Spring 20904
(39.066507, -76.979098)"
32477,Silver Spring,20904,04/14/2011,04/26/2011,OLTA-TMF,Quit and Vacate,Service performed or corrected,"Silver Spring 20904
(39.066507, -76.979098)"
34698,Clarksburg,20871,09/03/2014,03/16/2015,OLTA-TSF,Security Deposit,Complaint withdrawn,"Clarksburg 20871
(39.250697, -77.27543)"
34672,Bethesda,20816,08/22/2014,10/30/2014,OLTA-TSF,Security Deposit,Settlement Agreement,"Bethesda 20816
(38.958638, -77.115455)"
41021,SILVER SPRING,20901,10/28/2020,02/04/2021,OLTA-TSF,Lease Agreement Tenant Rights,Acceptable explanation,"SILVER SPRING 20901
(39.020211, -77.009764)"
34315,Gaithersburg,20878,02/06/2014,02/11/2014,OLTA-TMF,Quit and Vacate,Referred to a Montgomery County Agency,"Gaithersburg 20878
(39.114215, -77.239673)"
33174,Gaithersburg,20879,03/30/2012,06/18/2012,OLTA-TMF,Fee,Referred to a MD State Government agency,"Gaithersburg 20879
(39.169098, -77.182742)"
32209,Clarksburg,20871,12/08/2010,12/14/2010,OLTA-TMF,"Miscellaneous/Foreclosure, T want to buy",Service performed or corrected,"Clarksburg 20871
(39.250697, -77.27543)"
32993,Silver Spring,20904,12/19/2011,03/14/2012,OLTA-TMF,Ratio Utility Billing,Acceptable explanation,"Silver Spring 20904
(39.066507, -76.979098)"
32833,Bethesda,20814,10/07/2011,12/21/2011,OLTA-TMF,Quit and Vacate,Acceptable explanation,"Bethesda 20814
(39.003061, -77.102949)"
32137,Silver Spring,20906,11/09/2010,11/30/2010,OLTA-TSF,Fee,Service performed or corrected,"Silver Spring 20906
(39.083452, -77.060664)"
30755,Silver Spring,20910,03/26/2009,05/12/2009,OLTA-TMF,Maintenance - Appliance,Acceptable explanation,"Silver Spring 20910
(39.001851, -77.034885)"
33240,Silver Spring,20910,05/17/2012,05/30/2012,OLTA-TMF,Quit and Vacate,No jurisdiction,"Silver Spring 20910
(39.001851, -77.034885)"
32624,Mont. Village,20886,07/08/2011,12/05/2011,OLTA-TSF,Maintenance- General,Other referral (private attorney/legal aid/etc.),"Mont. Village 20886
(39.179257, -77.193738)"
35550,Mont. Village,20886,11/06/2015,11/09/2015,OLTA-TMF,Maintenance - Water Damages,Referred to a Montgomery County Agency,"Mont. Village 20886
(39.179257, -77.193738)"
32515,Silver Spring,20902,05/09/2011,06/13/2011,OLTA-TSF,Security Deposit,Acceptable explanation,"Silver Spring 20902
(39.042613, -77.046758)"
34045,Silver Spring,20904,09/09/2013,11/06/2013,OLTA-TMF,Security Deposit,Refund (payments/deposits),"Silver Spring 20904
(39.066507, -76.979098)"
45318,GAITHERSBURG,20878,07/29/2022,10/06/2022,OLTA-TMF,Quit and Vacate,Acceptable explanation,"GAITHERSBURG 20878
(39.114215, -77.239673)"
40759,CHEVY CHASE,20815,05/14/2020,06/08/2021,OLTA-TMF,Fee,Acceptable explanation,"CHEVY CHASE 20815
(38.982537, -77.079131)"
30561,Olney,20832,12/16/2008,01/27/2009,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Olney 20832
(39.152328, -77.073205)"
31191,Potomac,20854,10/13/2009,01/11/2010,OLTA-TSF,Quit and Vacate,Complaint withdrawn,"Potomac 20854
(39.038266, -77.203413)"
45391,GAITHERSBURG,20878,09/08/2022,09/08/2022,OLTA-TMF,Maintenance - Air Conditioning,Non-jurisdiction-Geographic Location,"GAITHERSBURG 20878
(39.114215, -77.239673)"
34277,Germantown,20876,01/10/2014,05/30/2014,OLTA-TMF,Security Deposit,Complaint withdrawn,"Germantown 20876
(39.198155, -77.240725)"
47920,GERMANTOWN,20874,03/03/2023,06/01/2023,OLTA-TMF,Lease Agreement,Acceptable explanation,"GERMANTOWN 20874
(39.19241000000005, -77.27496499999995)"
40548,SILVER SPRING,20906,01/17/2020,01/27/2020,OLTA-TMF,Lease Agreement-Early Termination,Service performed or corrected,"SILVER SPRING 20906
(39.083452, -77.060664)"
30542,Rockville,20852,12/03/2008,12/03/2008,OLTA-INSPECTION,Walk through Inspections,Final walk through,"Rockville 20852
(39.050009, -77.125351)"
35835,Bethesda,20814,05/04/2016,07/29/2016,OLTA-TMF,Reduction in Services,Acceptable explanation,"Bethesda 20814
(39.003061, -77.102949)"
33563,Silver Spring,20901,11/28/2012,01/23/2013,OLTA-TMF,Security Deposit,Settlement Agreement,"Silver Spring 20901
(39.020211, -77.009764)"
33656,Chevy Chase,20815,01/25/2013,05/08/2013,OLTA-TSF,Security Deposit,Referred to Landlord-Tenant Commission,"Chevy Chase 20815
(38.982537, -77.079131)"
36457,Kensington,20895,03/29/2017,04/24/2017,OLTA-TMF,Lease Agreement,Referred to a Federal agency,"Kensington 20895
(39.027698, -77.077422)"
47681,GERMANTOWN,20874,01/10/2023,03/01/2023,OLTA-TMF,Rent Payment History,Referred to States Attorney's Office,"GERMANTOWN 20874
(39.18272, -77.27048)"
42948,GAITHERSBURG,20877,02/16/2022,02/16/2022,OLTA-TMF,Security Deposit,Non-jurisdiction-Geographic Location,"GAITHERSBURG 20877
(39.140752, -77.187359)"
35472,Silver Spring,20904,10/02/2015,10/27/2015,OLTA-TMF,Rent Increase,Acceptable explanation,"Silver Spring 20904
(39.066507, -76.979098)"
30710,Silver Spring,20906,03/03/2009,04/14/2009,OLTA-TMF,Maintenance - Electrical,Refund (payments/deposits),"Silver Spring 20906
(39.083452, -77.060664)"
31860,Germantown,20874,08/04/2010,08/06/2010,OLTA-LSF,"Miscellaneous/Foreclosure, T want to buy",Referred to a MD State Government agency,"Germantown 20874
(39.158483, -77.280856)"
34154,Silver Spring,20902,10/29/2013,01/07/2014,OLTA-TMF,Lease Agreement,Acceptable explanation,"Silver Spring 20902
(39.042613, -77.046758)"
47965,CHEVY CHASE,20815,03/08/2023,03/08/2023,OLTA-TSF,Security Deposit,Non-jurisdiction-Room Rental,"CHEVY CHASE 20815
(38.98249, -77.08722)"
31382,Rockville,20853,01/19/2010,03/08/2010,OLTA-TSF,Security Deposit,Refund (payments/deposits),"Rockville 20853
(39.096485, -77.092945)"
41454,GAITHERSBURG,20877,07/19/2021,08/23/2021,OLTA-TSF,Lease Agreement Tenant Rights,Complaint noted for the record,"GAITHERSBURG 20877
(39.140752, -77.187359)"
33395,Silver Spring,20904,08/16/2012,08/22/2012,OLTA-TSF,Lease Agreement,Acceptable explanation,"Silver Spring 20904
(39.066507, -76.979098)"
40893,MONTGOMERY VILLAGE,20886,08/14/2020,10/26/2020,OLTA-TMF,Maintenance- General,Refer to Code Enforcement,"MONTGOMERY VILLAGE 20886
(39.179257, -77.193738)"
40191,GAITHERSBURG,20878,08/16/2019,09/04/2019,OLTA-TMF,Rent Increase,Service performed or corrected,"GAITHERSBURG 20878
(39.114215, -77.239673)"
